46,6/1/2016,4,/R,RENT,,590.00,,590.00
46,6/1/2016,5,/T,TRASH,,29.75,,29.75
46,6/1/2016,6,/S,SEWER,,51.58,,51.58
47,6/1/2016,4,/R,RENT,,575.00,,575.00
47,6/1/2016,5,/T,TRASH,,29.75,,29.75
47,6/1/2016,6,/S,SEWER,,51.58,,51.58
48,6/1/2016,4,/R,RENT,,600.00,,600.00
48,6/1/2016,5,/T,TRASH,,29.75,,29.75
48,6/1/2016,6,/S,SEWER,,51.58,,51.58
49,6/1/2016,4,/R,RENT,,625.00,,625.00
49,6/1/2016,5,/T,TRASH,,29.75,,29.75
49,6/1/2016,6,/S,SEWER,,51.58,,51.58
5,6/1/2016,4,/R,RENT,,630.00,,630.00
5,6/1/2016,5,/T,TRASH,,29.75,,29.75
5,6/1/2016,6,/S,SEWER,,51.58,,51.58
50,6/1/2016,4,/R,RENT,,625.00,,625.00
50,6/1/2016,5,/T,TRASH,,29.75,,29.75
50,6/1/2016,6,/S,SEWER,,51.58,,51.58
51,6/1/2016,4,/R,RENT,,515.00,,515.00
51,6/1/2016,5,/T,TRASH,,29.75,,29.75
51,6/1/2016,6,/S,SEWER,,51.58,,51.58
52,6/1/2016,4,/R,RENT,,510.00,,510.00
52,6/1/2016,5,/T,TRASH,,29.75,,29.75
52,6/1/2016,6,/S,SEWER,,51.58,,51.58
53,6/1/2016,4,/R,RENT,,575.00,,575.00
53,6/1/2016,5,/T,TRASH,,29.75,,29.75
53,6/1/2016,6,/S,SEWER,,51.58,,51.58
54,6/1/2016,4,/R,RENT,,545.00,,545.00
54,6/1/2016,5,/T,TRASH,,29.75,,29.75
54,6/1/2016,6,/S,SEWER,,51.58,,51.58
55,6/1/2016,4,/R,RENT,,585.00,,585.00
55,6/1/2016,5,/T,TRASH,,29.75,,29.75
55,6/1/2016,6,/S,SEWER,,51.58,,51.58
56,6/1/2016,4,/R,RENT,,600.00,,600.00
56,6/1/2016,5,/T,TRASH,,29.75,,29.75
56,6/1/2016,6,/S,SEWER,,51.58,,51.58
57,6/1/2016,4,/R,RENT,,520.00,,520.00
57,6/1/2016,5,/T,TRASH,,29.75,,29.75
57,6/1/2016,6,/S,SEWER,,51.58,,51.58
58,6/1/2016,4,/R,RENT,,545.00,,545.00
58,6/1/2016,5,/T,TRASH,,29.75,,29.75
58,6/1/2016,6,/S,SEWER,,51.58,,51.58
59,6/1/2016,4,/R,RENT,,550.00,,550.00
59,6/1/2016,5,/T,TRASH,,29.75,,29.75
59,6/1/2016,6,/S,SEWER,,51.58,,51.58
6,6/1/2016,4,/R,RENT,,503.00,,503.00
6,6/1/2016,5,/T,TRASH,,29.75,,29.75
6,6/1/2016,6,/S,SEWER,,51.58,,51.58
60,6/1/2016,4,/R,RENT,,578.00,,578.00
60,6/1/2016,5,/T,TRASH,,29.75,,29.75
60,6/1/2016,6,/S,SEWER,,51.58,,51.58
61,6/1/2016,4,/R,RENT,,600.00,,600.00
61,6/1/2016,5,/T,TRASH,,29.75,,29.75
61,6/1/2016,6,/S,SEWER,,51.58,,51.58
62,6/1/2016,4,/R,RENT,,545.00,,545.00
62,6/1/2016,5,/T,TRASH,,29.75,,29.75
62,6/1/2016,6,/S,SEWER,,51.58,,51.58
63,6/1/2016,4,/R,RENT,,545.00,,545.00
63,6/1/2016,5,/T,TRASH,,29.75,,29.75
63,6/1/2016,6,/S,SEWER,,51.58,,51.58
64,6/1/2016,4,/R,RENT,,560.00,,560.00
64,6/1/2016,5,/T,TRASH,,29.75,,29.75
64,6/1/2016,6,/S,SEWER,,51.58,,51.58
65,6/1/2016,4,/R,RENT,,550.00,,550.00
65,6/1/2016,5,/T,TRASH,,29.75,,29.75
65,6/1/2016,6,/S,SEWER,,51.58,,51.58
66,6/1/2016,4,/R,RENT,,635.00,,635.00
66,6/1/2016,5,/T,TRASH,,29.75,,29.75
66,6/1/2016,6,/S,SEWER,,51.58,,51.58
67,6/1/2016,4,/R,RENT,,500.00,,500.00
67,6/1/2016,5,/T,TRASH,,29.75,,29.75
67,6/1/2016,6,/S,SEWER,,51.58,,51.58
68,6/1/2016,4,/R,RENT,,550.00,,550.00
68,6/1/2016,5,/T,TRASH,,29.75,,29.75
68,6/1/2016,6,/S,SEWER,,51.58,,51.58
69,6/1/2016,4,/R,RENT,,565.00,,565.00
69,6/1/2016,5,/T,TRASH,,29.75,,29.75
69,6/1/2016,6,/S,SEWER,,51.58,,51.58
7,6/1/2016,4,/R,RENT,,485.00,,485.00
7,6/1/2016,5,/T,TRASH,,29.75,,29.75
7,6/1/2016,6,/S,SEWER,,51.58,,51.58
70,6/1/2016,4,/R,RENT,,550.00,,550.00
70,6/1/2016,5,/T,TRASH,,29.75,,29.75
70,6/1/2016,6,/S,SEWER,,51.58,,51.58
71,6/1/2016,4,/R,RENT,,535.00,,535.00
71,6/1/2016,5,/T,TRASH,,29.75,,29.75
71,6/1/2016,6,/S,SEWER,,51.58,,51.58
72,6/1/2016,4,/R,RENT,,550.00,,550.00
72,6/1/2016,5,/T,TRASH,,29.75,,29.75
72,6/1/2016,6,/S,SEWER,,51.58,,51.58
73,6/1/2016,4,/R,RENT,,525.00,,525.00
73,6/1/2016,5,/T,TRASH,,29.75,,29.75
73,6/1/2016,6,/S,SEWER,,51.58,,51.58
74,6/1/2016,4,/R,RENT,,552.00,,552.00
74,6/1/2016,5,/T,TRASH,,29.75,,29.75
74,6/1/2016,6,/S,SEWER,,51.58,,51.58
75,6/1/2016,4,/R,RENT,,485.00,,485.00
75,6/1/2016,5,/T,TRASH,,29.75,,29.75
75,6/1/2016,6,/S,SEWER,,51.58,,51.58
76,6/1/2016,4,/R,RENT,,532.00,,532.00
76,6/1/2016,5,/T,TRASH,,29.75,,29.75
76,6/1/2016,6,/S,SEWER,,51.58,,51.58
77,6/1/2016,4,/R,RENT,,625.00,,625.00
77,6/1/2016,5,/T,TRASH,,29.75,,29.75
77,6/1/2016,6,/S,SEWER,,51.58,,51.58
78,6/1/2016,4,/R,RENT,,425.00,,425.00
78,6/1/2016,5,/T,TRASH,,29.75,,29.75
78,6/1/2016,6,/S,SEWER,,51.58,,51.58
79,6/1/2016,4,/R,RENT,,515.00,,515.00
79,6/1/2016,5,/T,TRASH,,29.75,,29.75
79,6/1/2016,6,/S,SEWER,,51.58,,51.58
8,6/1/2016,4,/R,RENT,,485.00,,485.00
8,6/1/2016,5,/T,TRASH,,29.75,,29.75
8,6/1/2016,6,/S,SEWER,,51.58,,51.58
80,6/1/2016,4,/R,RENT,,525.00,,525.00
80,6/1/2016,5,/T,TRASH,,29.75,,29.75
80,6/1/2016,6,/S,SEWER,,51.58,,51.58
82,6/1/2016,4,/R,RENT,,525.00,,525.00
82,6/1/2016,5,/T,TRASH,,29.75,,29.75
82,6/1/2016,6,/S,SEWER,,51.58,,51.58
83,6/1/2016,4,/R,RENT,,535.00,,535.00
83,6/1/2016,5,/T,TRASH,,29.75,,29.75
83,6/1/2016,6,/S,SEWER,,51.58,,51.58
84,6/1/2016,4,/R,RENT,,565.00,,565.00
84,6/1/2016,5,/T,TRASH,,29.75,,29.75
84,6/1/2016,6,/S,SEWER,,51.58,,51.58
85,6/1/2016,4,/R,RENT,,565.00,,565.00
85,6/1/2016,5,/T,TRASH,,29.75,,29.75
85,6/1/2016,6,/S,SEWER,,51.58,,51.58
86,6/1/2016,4,/R,RENT,,435.00,,435.00
86,6/1/2016,5,/T,TRASH,,29.75,,29.75
86,6/1/2016,6,/S,SEWER,,51.58,,51.58
87,6/1/2016,4,/R,RENT,,557.00,,557.00
87,6/1/2016,5,/T,TRASH,,29.75,,29.75
87,6/1/2016,6,/S,SEWER,,51.58,,51.58
88,6/1/2016,4,/R,RENT,,545.00,,545.00
88,6/1/2016,5,/T,TRASH,,29.75,,29.75
88,6/1/2016,6,/S,SEWER,,51.58,,51.58
89,6/1/2016,4,/R,RENT,,535.00,,535.00
89,6/1/2016,5,/T,TRASH,,29.75,,29.75
89,6/1/2016,6,/S,SEWER,,51.58,,51.58
9,6/1/2016,4,/R,RENT,,510.00,,510.00
9,6/1/2016,5,/T,TRASH,,29.75,,29.75
9,6/1/2016,6,/S,SEWER,,51.58,,51.58
90,6/1/2016,4,/R,RENT,,625.00,,625.00
90,6/1/2016,5,/T,TRASH,,29.75,,29.75
90,6/1/2016,6,/S,SEWER,,51.58,,51.58
91,6/1/2016,4,/R,RENT,,565.00,,565.00
91,6/1/2016,5,/T,TRASH,,29.75,,29.75
91,6/1/2016,6,/S,SEWER,,51.58,,51.58
92,6/1/2016,4,/R,RENT,,534.00,,534.00
92,6/1/2016,5,/T,TRASH,,29.75,,29.75
92,6/1/2016,6,/S,SEWER,,51.58,,51.58
93,6/1/2016,4,/R,RENT,,550.00,,550.00
93,6/1/2016,5,/T,TRASH,,29.75,,29.75
93,6/1/2016,6,/S,SEWER,,51.58,,51.58
94,6/1/2016,4,/R,RENT,,585.00,,585.00
94,6/1/2016,5,/T,TRASH,,29.75,,29.75
94,6/1/2016,6,/S,SEWER,,51.58,,51.58
95,6/1/2016,4,/R,RENT,,550.00,,550.00
95,6/1/2016,5,/T,TRASH,,29.75,,29.75
95,6/1/2016,6,/S,SEWER,,51.58,,51.58
96,6/1/2016,4,/R,RENT,,510.00,,510.00
96,6/1/2016,5,/T,TRASH,,29.75,,29.75
96,6/1/2016,6,/S,SEWER,,51.58,,51.58
97,6/1/2016,4,/R,RENT,,547.00,,547.00
97,6/1/2016,5,/T,TRASH,,29.75,,29.75
97,6/1/2016,6,/S,SEWER,,51.58,,51.58
98,6/1/2016,4,/R,RENT,,515.00,,515.00
98,6/1/2016,5,/T,TRASH,,29.75,,29.75
98,6/1/2016,6,/S,SEWER,,51.58,,51.58
99,6/1/2016,4,/R,RENT,,570.00,,570.00
99,6/1/2016,5,/T,TRASH,,29.75,,29.75
